PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
44916,49.0,Male,USA,RPG,18.67149184200926,,Easy,13,42,37,20,Medium
13363,48.0,Male,Europe,RPG,16.364192482888512,0.0,Easy,15,69,3,7,Medium
34626,49.0,Female,USA,Strategy,4.153427942443388,,Medium,1,59,68,8,Low
11614,21.0,Female,USA,Sports,10.556951003160265,0.0,Medium,18,123,76,8,High
27548,48.0,Female,,Action,12.326895156594448,0.0,Hard,14,168,60,16,High
43373,27.0,Male,Europe,Sports,23.84988127667211,0.0,Easy,15,76,48,8,Medium
33818,,Male,USA,Strategy,15.882287571308352,0.0,Easy,14,31,60,6,Medium
16216,40.0,Male,Asia,RPG,20.958062896861883,0.0,Easy,7,133,39,34,Medium
22284,46.0,Male,Asia,Simulation,22.25692152846016,0.0,,12,167,36,11,High
28147,30.0,Male,USA,RPG,7.210106187122082,1.0,Easy,1,164,41,35,Low
17010,23.0,Male,Europe,RPG,4.494456910156066,0.0,Easy,18,26,63,45,Medium
21326,21.0,Male,Other,Sports,15.132630604832336,0.0,Medium,3,61,2,12,Low
35733,48.0,Male,Other,Action,6.164185810020389,0.0,Medium,4,170,68,39,Low
9408,24.0,Male,Europe,Strategy,15.705880171641446,,Hard,18,169,23,49,High
42595,,Female,USA,Strategy,16.666108625476653,1.0,Medium,13,11,73,43,Low
12880,40.0,Female,Europe,RPG,17.612680483491392,1.0,Medium,4,125,80,1,Medium
23592,16.0,Female,Europe,Simulation,4.287539397655222,0.0,,18,151,33,48,High
33977,46.0,Female,,Strategy,0.2435387689043393,0.0,Medium,7,113,69,26,Medium
43626,48.0,Male,Other,Strategy,13.415765492793028,0.0,Easy,18,107,87,48,High
35333,15.0,Male,Other,Simulation,17.678559745970453,,Medium,13,119,67,29,High
39986,32.0,Male,USA,Action,3.8907093387835134,0.0,Easy,4,57,12,4,High
12278,47.0,Male,USA,Sports,9.29386517691173,0.0,Easy,11,74,69,13,Medium
11142,42.0,Male,Asia,Action,20.43311334470728,1.0,Hard,15,84,93,15,Medium
19205,22.0,Female,Europe,Sports,14.406361648588302,0.0,Easy,5,112,97,49,Medium
43190,48.0,Male,USA,Simulation,20.26270422315468,,Medium,17,178,23,1,High
46144,36.0,Male,USA,Strategy,19.34206370249743,0.0,Medium,18,87,77,41,High
31968,23.0,Male,Europe,RPG,3.8394975914138296,0.0,Easy,2,120,64,15,Low
31031,32.0,Female,USA,RPG,23.40664214147557,1.0,Hard,10,94,10,46,Medium
35053,38.0,Female,Asia,Action,3.5771806835361266,1.0,Medium,15,62,6,38,Medium
31192,36.0,Male,USA,Sports,7.738355303318061,0.0,Hard,11,59,27,30,Medium
11922,35.0,Male,USA,RPG,9.29550575397064,1.0,Medium,2,116,97,38,Medium
25408,46.0,Female,Asia,Sports,18.08350538262552,0.0,Hard,14,170,40,18,High
33219,22.0,Female,USA,Simulation,5.635911569972055,0.0,Easy,17,79,94,39,High
22229,16.0,Female,USA,RPG,1.9780317921472088,0.0,Medium,19,105,11,41,High
39391,23.0,Female,Other,RPG,6.1468789523889065,1.0,Hard,17,153,48,28,High
14029,17.0,Male,Europe,Simulation,20.46996060306552,1.0,Easy,11,89,88,23,Medium
26744,20.0,Female,Europe,Strategy,7.903012106101777,0.0,Medium,13,65,64,43,Medium
35551,33.0,Male,Europe,Strategy,14.95852518921706,1.0,Easy,17,19,55,8,Medium
24156,,Female,Europe,Sports,1.4607733574263078,1.0,Medium,4,108,99,49,Medium
21303,41.0,Female,Asia,RPG,21.46282011003362,0.0,Easy,12,51,67,49,Medium
37952,32.0,Male,Asia,Action,0.2696206373102816,0.0,Easy,13,132,29,5,High
24873,16.0,Male,Europe,Action,6.027914116181884,0.0,Easy,13,66,93,16,Medium
26950,32.0,Female,Europe,Action,6.855545715450626,0.0,,12,53,11,20,Medium
31922,39.0,Male,USA,RPG,10.865148730796887,0.0,Easy,0,166,28,1,Low
15034,,Male,Asia,RPG,6.000149986248999,0.0,Easy,16,141,57,29,High
21187,20.0,Female,Asia,Action,6.057020064377051,0.0,Easy,18,99,57,35,High
20755,31.0,Male,Europe,Simulation,0.3710917958752855,0.0,Hard,1,84,62,23,Low
45983,46.0,Male,USA,RPG,15.125086760319514,0.0,Easy,18,51,73,31,Medium
15653,31.0,Male,USA,Action,8.476362018376044,0.0,Easy,1,102,15,17,High
37143,26.0,Male,USA,Action,0.0662488771090075,0.0,Hard,7,158,49,46,Medium
37701,39.0,Female,USA,RPG,19.330528482824416,0.0,Medium,5,160,30,32,Medium
20622,29.0,Female,Europe,Sports,5.312984635754732,1.0,Easy,5,12,41,12,Low
44418,23.0,Female,Europe,Sports,6.514235786477627,0.0,Easy,7,33,17,35,Low
23123,22.0,Male,USA,Strategy,17.452554382008895,0.0,Medium,2,145,63,34,Medium
24092,41.0,Male,Europe,Sports,16.955964874670187,0.0,,15,35,8,4,Medium
43434,,Male,Europe,Action,4.903904264071088,1.0,Easy,2,82,8,33,Low
34685,19.0,Male,USA,Action,21.637272635906285,1.0,Medium,13,154,60,15,High
26805,19.0,Male,Other,Strategy,23.691530817768456,0.0,Medium,18,29,23,43,Medium
48906,26.0,Female,USA,Strategy,11.813038899207807,0.0,Medium,6,36,42,32,Low
33449,22.0,Male,Asia,Strategy,14.036662066988576,0.0,Easy,6,121,22,29,Medium
38221,31.0,Male,USA,Action,15.550157200787265,1.0,,2,19,68,6,Low
45468,46.0,Male,USA,Strategy,0.0035240746862967,0.0,Easy,11,131,18,10,High
27391,23.0,Male,Europe,Sports,21.142490439186368,0.0,,17,139,50,3,Low
39847,16.0,Female,Other,Simulation,6.253203510161339,0.0,,13,41,96,37,Medium
26858,20.0,Male,,Simulation,7.237167720814744,1.0,Medium,14,73,92,41,Medium
48180,17.0,Male,Europe,RPG,15.417712974662294,1.0,Easy,2,124,99,23,Medium
17858,37.0,Male,Asia,Sports,9.184448255033368,0.0,Easy,14,150,95,4,High
20997,25.0,Male,Asia,RPG,0.8586270675101586,0.0,Easy,7,64,7,17,Medium
47901,43.0,Female,Europe,Strategy,19.968734066625306,1.0,Easy,15,149,29,6,Medium
21644,23.0,Male,Asia,Action,20.30455281471501,0.0,Medium,9,59,71,2,Medium
35871,38.0,Female,Other,Sports,14.800379365238022,0.0,Easy,7,65,81,7,Medium
40819,46.0,Female,Asia,Action,0.8357307081120764,0.0,Hard,5,55,21,32,Low
34579,49.0,Female,Europe,Strategy,16.245780904460712,0.0,Medium,11,60,50,20,Low
39516,15.0,Male,Other,Sports,19.919572443967752,0.0,Easy,6,39,35,23,Low
44953,35.0,Female,USA,Sports,23.729359165623716,0.0,Medium,1,117,66,49,Low
10626,23.0,Male,Asia,RPG,5.859517259361784,0.0,Easy,7,94,25,43,High
47220,38.0,Female,USA,Strategy,19.760827050591693,1.0,,14,66,75,17,Medium
46606,40.0,Female,USA,Sports,22.932574482458435,0.0,Easy,14,153,63,9,High
45127,19.0,Female,Other,Sports,5.805666425631734,0.0,Easy,5,46,12,2,Low
11761,27.0,Male,,Strategy,9.882915373606028,0.0,,1,127,90,43,Medium
16966,15.0,Female,USA,RPG,7.428729511641007,0.0,Medium,6,88,46,29,Medium
10115,48.0,Male,USA,Strategy,10.43821541090455,1.0,Hard,5,97,73,28,Medium
25226,34.0,Male,Other,Simulation,17.794582815857076,0.0,Easy,9,142,21,25,Medium
28222,,Female,Other,RPG,4.030925484430791,0.0,Easy,9,20,12,20,Low
28387,34.0,Male,Europe,Action,13.603318800859208,,Easy,2,175,39,6,Medium
31237,28.0,Male,USA,Action,21.486303427537585,1.0,Hard,11,96,63,49,Medium
29988,34.0,Male,USA,Action,17.313666480997753,0.0,Medium,19,114,23,31,High
37107,31.0,Male,Europe,Action,14.538079840728264,0.0,,4,155,85,40,Medium
18282,40.0,Female,USA,RPG,5.383131750828407,0.0,Medium,6,15,67,38,Low
41465,30.0,Female,Europe,Simulation,13.14627951738413,0.0,Easy,1,59,42,28,Low
40272,34.0,Female,USA,Strategy,6.80437380587055,1.0,Medium,3,39,55,42,Low
13544,43.0,Female,Other,RPG,14.187681579850732,0.0,Medium,9,142,67,15,Medium
27822,39.0,Female,USA,RPG,5.718172830548714,0.0,Easy,11,50,7,15,Medium
20266,26.0,Male,Europe,Strategy,4.022605843380929,0.0,Medium,1,109,27,31,High
23806,34.0,Female,Asia,Simulation,18.335502165728517,0.0,Easy,10,61,64,3,Medium
44659,18.0,Male,,Simulation,10.154416267242611,,Easy,18,130,51,42,High
23913,29.0,Female,USA,RPG,8.470330212745347,1.0,Easy,9,129,3,47,Medium
44718,26.0,Male,,Action,22.58669163988852,0.0,Hard,3,36,29,5,High
24831,48.0,Male,,Action,15.124263484775714,0.0,Medium,0,81,20,32,Low
38803,23.0,Female,USA,Strategy,18.075736094551395,0.0,Medium,8,20,13,10,Low
27948,16.0,Male,USA,Strategy,1.0856658909583778,0.0,Medium,3,104,81,8,Medium
48047,18.0,Female,Europe,Sports,5.665662211644558,0.0,Easy,4,20,85,39,Low
39869,29.0,Male,USA,Sports,0.9473014956687064,0.0,Medium,8,51,65,10,Medium
40860,31.0,Male,Asia,Strategy,4.805762166245761,1.0,Medium,13,35,23,38,Medium
23611,20.0,Male,USA,Strategy,13.38474858304128,0.0,Medium,12,84,42,26,Medium
18790,,Female,Asia,RPG,0.4153811442605031,0.0,Easy,13,157,67,40,Medium
11125,38.0,Female,Europe,Sports,15.064647520154208,,Medium,2,85,71,11,Low
48512,30.0,Male,Asia,Strategy,6.865468402206176,0.0,Easy,9,28,14,46,Low
24648,15.0,Male,USA,Simulation,3.4523516964548664,1.0,Easy,13,63,46,24,High
30620,47.0,Male,USA,Simulation,14.618206352440383,1.0,Easy,10,24,76,47,Medium
24149,49.0,Male,Europe,Strategy,20.8661708080693,0.0,Medium,15,150,88,14,High
44596,18.0,Male,Asia,RPG,19.77739646385463,0.0,,13,38,84,19,Medium
35837,17.0,Male,USA,Strategy,19.293799044266223,0.0,Hard,8,116,73,13,Medium
20496,29.0,Male,USA,Simulation,21.248276859308252,1.0,Easy,10,72,56,19,Medium
19193,16.0,Female,Other,Sports,8.440048524221833,0.0,Medium,10,65,65,25,Medium
42819,17.0,Female,,Action,13.216975034196814,1.0,,6,148,63,39,Medium
19951,25.0,Male,USA,Action,8.275017450586084,0.0,Hard,18,27,14,35,Medium
18345,49.0,Male,USA,Strategy,14.650814266679893,0.0,Easy,2,87,12,32,Low
44083,34.0,Female,Europe,Strategy,15.94240527955112,0.0,Medium,7,10,55,45,Low
34307,20.0,Female,Asia,Simulation,15.688156454161875,0.0,Easy,16,160,36,14,High
38931,20.0,Female,USA,Action,15.23827920194713,1.0,Medium,0,47,49,21,Low
21034,20.0,Male,USA,Simulation,4.561761882512087,0.0,Easy,10,13,53,16,Low
28100,36.0,Male,Europe,Strategy,22.94978084885898,0.0,Medium,14,113,42,0,High
36257,27.0,Female,Asia,Simulation,9.081180920040383,0.0,Easy,8,131,41,15,Medium
13770,38.0,Male,USA,Sports,16.738622696507946,0.0,Medium,9,54,7,1,Medium
45553,35.0,Female,Europe,Action,17.831731505077144,0.0,Medium,7,110,3,34,Medium
37092,24.0,Male,Other,Sports,23.420029986667,,Easy,2,107,87,17,Low
20629,15.0,Male,Europe,Action,8.27421654558567,0.0,Hard,17,110,64,0,High
14918,36.0,Male,Europe,Sports,18.614705914951063,1.0,Easy,18,150,81,27,High
45549,18.0,Female,USA,RPG,15.686950729573596,0.0,Easy,14,85,61,2,Medium
37159,35.0,Male,Other,Sports,3.492099098881873,0.0,Easy,1,161,39,32,Low
40737,38.0,Male,Europe,Strategy,14.916559270655444,0.0,Medium,7,121,1,38,Medium
33049,46.0,Male,USA,Strategy,1.318308825710595,,Easy,5,141,52,32,Medium
12087,36.0,Male,USA,RPG,6.931253236250905,0.0,Medium,12,61,87,33,Medium
25864,17.0,Male,Europe,RPG,18.93668598435788,0.0,Easy,9,102,63,35,Medium
23378,29.0,Male,USA,Sports,23.930348157053647,0.0,Easy,9,108,91,4,High
43286,18.0,Female,Asia,Simulation,0.2316136510371791,0.0,Medium,11,164,23,8,High
18660,21.0,Male,Asia,Sports,12.166238166992915,1.0,Medium,9,164,26,12,High
39326,19.0,Male,Other,Strategy,0.0384317714657607,1.0,Easy,3,58,55,2,Low
26120,49.0,Male,USA,RPG,6.495512353403613,0.0,Hard,19,93,55,13,Low
45251,,Female,Asia,Action,20.469988155108645,,Medium,7,54,96,33,Medium
36207,17.0,Male,,Strategy,23.34616029289684,0.0,Easy,4,77,12,4,Low
14506,35.0,Male,USA,Sports,17.024683618384273,0.0,Easy,11,56,90,29,Medium
32939,26.0,Male,USA,RPG,15.855670626182594,0.0,Easy,19,155,74,40,High
19843,17.0,Female,Other,Action,15.171193403039004,1.0,Hard,11,112,45,19,Low
31248,38.0,Male,Asia,Action,2.8344847070935844,0.0,Easy,5,97,69,40,Medium
25157,42.0,Male,Europe,Strategy,16.547206425637093,0.0,,3,61,49,19,Low
16129,32.0,Male,Europe,RPG,13.25305630464208,0.0,Medium,17,124,54,31,High
31733,37.0,Male,USA,Simulation,1.991920152192156,0.0,Easy,4,11,28,49,Low
46448,45.0,Male,Europe,Strategy,12.711006277490618,1.0,Easy,4,26,86,25,Low
28281,26.0,Male,Europe,Action,7.018390000534563,0.0,Easy,7,30,4,11,Medium
36425,24.0,Male,USA,Simulation,11.563659629366876,0.0,Hard,1,147,69,8,Low
16606,26.0,Male,USA,Sports,16.98441504891865,0.0,Easy,7,172,20,23,Medium
44639,43.0,Male,Europe,Simulation,2.1236840255268223,0.0,Hard,8,86,41,37,Medium
25579,45.0,Male,Asia,Action,20.65630121120381,1.0,Medium,10,171,39,35,High
25379,,Female,USA,Sports,17.06683026387164,1.0,Easy,14,121,70,26,High
38606,43.0,Male,Asia,RPG,23.214722913898868,,Hard,6,101,79,38,Medium
34451,43.0,Female,Asia,Strategy,9.374038633213573,0.0,Medium,12,110,75,25,Medium
44768,22.0,Female,Asia,Sports,22.28519163882829,0.0,Medium,6,116,35,27,Medium
42261,46.0,Male,USA,Action,9.039509717169398,0.0,Medium,7,23,29,11,Low
28450,45.0,Female,USA,Simulation,22.99806025284139,0.0,Easy,18,130,67,28,High
44946,47.0,Male,,Sports,14.371205581704231,0.0,Easy,13,21,31,36,Low
42462,32.0,Female,Europe,Action,10.30782849492944,0.0,,18,107,64,2,High
40040,,Female,USA,Action,16.23196075825821,0.0,Easy,3,34,18,26,Low
48569,28.0,Male,USA,Simulation,18.21776928516568,0.0,Easy,11,131,2,12,High
41460,29.0,Male,USA,Sports,8.206267433953196,0.0,Easy,18,157,31,41,High
21025,41.0,Male,USA,Action,2.778415116090964,0.0,Easy,8,112,97,31,Medium
21706,49.0,Female,USA,RPG,2.93337721844199,0.0,Medium,12,137,71,0,High
47939,19.0,Male,Asia,RPG,3.136947791477633,1.0,Easy,2,177,96,43,Medium
44941,24.0,Male,USA,Simulation,2.5770366572225294,0.0,Easy,17,92,87,7,High
42514,33.0,Male,USA,Sports,13.567536493565116,1.0,Easy,11,16,46,39,Low
38668,30.0,Male,USA,Simulation,3.679934514169039,0.0,Easy,14,119,33,18,High
12694,34.0,Female,USA,Simulation,0.4685184280442183,0.0,Medium,8,41,45,43,Medium
45890,20.0,Female,Other,Sports,19.60341787278627,0.0,Hard,0,10,54,39,Low
17604,32.0,Male,USA,Sports,20.08390090689048,0.0,Easy,0,150,18,49,Low
15742,31.0,Female,,Sports,22.79421304993594,0.0,Easy,19,112,88,27,High
26799,20.0,Male,Europe,Simulation,20.972764779600155,,Medium,16,149,16,13,High
15945,34.0,Male,USA,RPG,7.187365848376064,0.0,Easy,6,154,4,26,Medium
37105,27.0,Male,Asia,Sports,6.734572986698762,0.0,Easy,5,39,78,15,Low
19034,23.0,Female,,Strategy,15.126604643860349,0.0,Easy,19,47,82,5,Medium
20626,42.0,Male,Asia,RPG,18.82855295575711,0.0,Easy,15,43,73,41,Medium
18420,40.0,Male,Europe,Action,8.327524677252761,0.0,Easy,3,135,62,35,Medium
35447,19.0,Male,USA,Action,21.838922350231933,,Easy,12,179,93,8,High
35872,43.0,Male,Other,RPG,10.925802435952942,0.0,Easy,12,111,47,32,Medium
10716,29.0,Male,Europe,Simulation,5.6699685242968965,0.0,Medium,13,121,78,19,High
12363,18.0,Female,Asia,Action,17.024513616640352,0.0,Hard,18,56,89,24,Medium
14584,26.0,Female,Europe,RPG,23.910881054572283,1.0,Medium,6,14,58,34,Low
18796,36.0,Male,Europe,Action,14.64187063188999,0.0,Medium,17,100,32,43,High
14335,32.0,Male,USA,Sports,2.2094140603137484,0.0,Hard,3,93,72,36,Medium
18190,44.0,Male,USA,Sports,23.90116658741113,,Hard,0,30,40,2,Low
37955,28.0,Male,USA,Sports,13.364735455356094,0.0,Medium,7,75,35,47,Medium
39784,,Female,USA,Strategy,16.56995562260428,1.0,Medium,6,55,30,22,Medium
21571,27.0,Male,USA,Sports,20.12684203859896,0.0,Hard,2,78,62,0,Low
10387,46.0,Male,Other,Strategy,17.3609379342914,0.0,Medium,19,106,69,48,High
46014,39.0,Male,Asia,Action,19.14599375718261,0.0,Easy,19,77,29,0,High
38786,21.0,Female,Other,RPG,20.553630991968834,0.0,Hard,14,130,43,43,High
46359,27.0,Male,USA,Strategy,21.94069739409108,0.0,Medium,8,59,27,2,Medium
28187,,Female,Europe,Simulation,22.493010694458142,1.0,Medium,2,112,43,10,Low
27584,41.0,Female,USA,Action,9.4076345038353,1.0,Easy,9,86,48,21,Medium
33079,25.0,Male,Europe,Action,16.32694191868401,0.0,Hard,15,29,78,47,High
48792,27.0,Male,Europe,Sports,21.467517904335907,1.0,,5,84,72,25,Low
44055,30.0,Female,USA,Strategy,14.389812485974986,,Easy,16,173,4,23,High
23282,15.0,Male,USA,Action,8.147333196291871,0.0,Medium,9,134,65,4,Medium
37302,19.0,Male,USA,Action,20.853277078758246,,Easy,16,56,20,40,Medium
31604,25.0,Female,Europe,RPG,23.86111988120151,0.0,,14,72,78,39,Medium
24442,15.0,Female,Asia,Sports,18.78132927438852,0.0,Hard,18,96,51,26,High
22912,36.0,Female,Other,Simulation,21.27570163624188,0.0,Hard,17,18,92,10,Medium
13821,28.0,Male,,Strategy,2.895451082705657,0.0,Medium,0,143,19,3,Low
43950,17.0,Female,,Strategy,17.53695913560084,0.0,Medium,2,20,39,10,Low
20488,37.0,Male,USA,Action,22.298405927723984,0.0,Hard,5,63,55,2,Low
34165,20.0,Female,Asia,RPG,17.381413983415428,1.0,,18,93,9,30,High
37220,38.0,Female,Asia,Action,1.0693505078787968,0.0,Medium,9,62,84,24,Medium
25221,31.0,Female,Asia,Action,13.691055182444147,0.0,Easy,3,134,52,15,Medium
27145,38.0,Female,USA,RPG,3.6753672157694712,0.0,Medium,5,150,47,9,Medium
17009,38.0,Female,Europe,Strategy,8.520267541975661,0.0,Hard,17,107,95,32,High
37908,43.0,Male,Europe,RPG,10.87456032863608,0.0,Medium,4,122,32,44,Medium
34880,17.0,Male,,Simulation,3.650318441568192,0.0,Medium,13,89,36,18,Medium
25403,25.0,Male,,Action,23.8468103850388,0.0,Medium,14,154,64,23,Medium
33931,37.0,Female,Asia,Simulation,23.021368428001857,,Easy,3,38,29,3,Low
11502,39.0,Male,Europe,Sports,4.513112381626333,1.0,Easy,3,143,99,23,Medium
15598,23.0,Male,Asia,Sports,17.372009807732542,0.0,Hard,5,58,96,4,Low
30488,42.0,Male,USA,Simulation,22.062838209043512,0.0,,7,64,24,10,Medium
39238,26.0,Male,,Strategy,14.679557731715253,0.0,Easy,13,120,75,37,High
24285,33.0,Male,USA,Sports,15.98555276717214,0.0,Medium,19,144,63,43,High
36781,46.0,Female,Europe,RPG,7.575544991500183,,Easy,10,57,92,33,Medium
47132,49.0,Male,USA,Action,17.837320365577774,0.0,Hard,17,85,26,33,High
40984,24.0,Male,Europe,RPG,15.287657463095574,1.0,Easy,14,160,69,4,High
30464,17.0,Male,USA,RPG,12.415833468528245,0.0,Easy,12,23,46,30,Medium
11010,16.0,Female,Europe,Strategy,3.932462947672329,0.0,Medium,18,166,11,32,High
41765,28.0,Male,Europe,RPG,12.383692089082722,0.0,Easy,14,129,87,45,High
28982,16.0,Male,Europe,RPG,22.907053662213283,0.0,Easy,15,45,34,24,Medium
20178,43.0,Female,,Strategy,21.111258895755736,0.0,,1,68,10,24,Low
20510,35.0,Female,USA,Action,18.886506721455945,0.0,Hard,19,166,76,40,High
45512,42.0,Male,Europe,Sports,23.486231020980632,1.0,Easy,14,122,22,21,High
30990,46.0,Female,Europe,Simulation,7.613942697444284,1.0,Medium,13,143,67,27,High
26754,18.0,Male,USA,Sports,0.8338943579637039,0.0,Medium,19,108,1,45,High
22330,46.0,Male,USA,Sports,20.89080064794758,1.0,Hard,9,72,15,1,Medium
33607,37.0,Male,Asia,Simulation,5.499670447598527,0.0,,11,13,30,45,Low
27212,44.0,Female,Europe,Simulation,20.121521095328227,0.0,Medium,1,38,48,10,Low
36317,23.0,Male,Europe,Simulation,2.539777267662717,0.0,Medium,14,105,95,9,High
20463,40.0,Male,USA,Sports,2.24435815090406,0.0,Easy,2,90,3,8,Low
38235,44.0,Female,,RPG,15.1402184932671,1.0,Medium,4,45,57,2,Low
15416,26.0,Female,Europe,Strategy,7.993901827778388,0.0,Easy,6,120,96,47,Medium
25821,17.0,Male,Asia,RPG,2.954754989626699,0.0,Easy,8,99,8,33,Medium
45466,31.0,Female,USA,Simulation,0.6890917064491653,0.0,Hard,17,111,66,30,High
48494,44.0,Male,USA,Sports,12.22876806304818,0.0,Easy,17,64,66,2,Medium
34458,28.0,Female,Other,Strategy,1.9961281075507475,0.0,Easy,3,74,27,3,Low
9586,,Female,Europe,Simulation,23.226696478225115,0.0,Medium,16,24,83,18,Medium
47334,20.0,Female,USA,Sports,16.653651633976928,0.0,Medium,19,85,11,40,High
30637,24.0,Female,USA,Action,14.919785814475183,0.0,,12,112,48,29,Medium
28415,22.0,Female,USA,Strategy,18.01042434643754,0.0,Easy,2,48,6,48,Low
20971,17.0,Male,,Action,3.190024336864401,0.0,Easy,19,172,82,10,High
42498,44.0,Male,,RPG,9.73169874925631,0.0,,9,156,6,47,Medium
30103,21.0,Female,USA,RPG,19.130712152357088,1.0,Easy,4,55,97,0,Low
46012,24.0,Female,Europe,Action,22.83134958050393,0.0,Medium,1,68,54,9,Low
9630,22.0,Male,USA,Strategy,18.72373454239133,0.0,Easy,5,84,48,48,Medium
31488,43.0,Female,,Strategy,6.207920044525778,0.0,Easy,3,147,55,12,Medium
28574,,Male,USA,Action,5.571152483582375,0.0,Easy,7,114,4,40,Medium
44150,39.0,Male,Europe,RPG,13.07483005368834,0.0,Medium,13,172,94,27,High
26396,18.0,Female,,Strategy,1.4031158888917563,0.0,,9,103,4,42,Low
24287,35.0,Male,Asia,RPG,2.6792176948571376,0.0,Easy,7,150,91,18,Medium
27467,34.0,Female,USA,Strategy,8.214554862502315,0.0,Easy,4,42,27,17,High
48968,47.0,Male,Asia,Simulation,22.388422702051678,0.0,Hard,4,14,11,31,Low
43242,37.0,Female,USA,Simulation,11.55991183612391,0.0,Easy,5,110,68,25,Low
9325,,Female,Europe,RPG,18.566875058307996,1.0,Hard,14,94,47,47,High
33115,39.0,Male,Europe,RPG,11.986642506554515,0.0,Hard,0,144,36,29,Low
14481,32.0,Female,,Strategy,0.859207125264132,0.0,Hard,11,117,47,37,Medium
16704,31.0,Female,Europe,Sports,15.371257150522052,1.0,Easy,9,65,7,41,Medium
16005,36.0,Female,Europe,Action,10.43211936528304,0.0,,19,177,98,48,High
25688,26.0,Male,Asia,Action,16.029552109795844,0.0,Medium,10,142,41,37,High
12426,31.0,Female,USA,Sports,22.868349866011805,0.0,Easy,17,176,99,38,Low
35371,32.0,Female,Asia,Strategy,14.83839709854987,0.0,Medium,4,22,94,0,Low
15355,34.0,Female,Europe,Sports,20.888381004847822,0.0,Easy,4,122,86,12,Medium
10147,44.0,Male,Other,Sports,18.184399437920156,0.0,,0,60,36,18,Low
40350,32.0,Male,USA,Sports,11.896674508422466,1.0,Medium,6,16,33,37,Low
19799,27.0,Female,Asia,Action,13.841715351594516,0.0,Hard,12,58,99,47,Medium
28904,22.0,Female,USA,Strategy,1.317060265327486,0.0,Easy,1,48,22,37,Low
28637,33.0,Male,Europe,RPG,23.72171969674278,0.0,Easy,11,123,96,32,High
34105,18.0,Female,USA,Simulation,8.541320663083283,1.0,Easy,12,73,17,48,Medium
39571,23.0,Male,Asia,Action,9.067480958566762,0.0,Medium,9,12,50,38,Low
19074,41.0,Female,USA,RPG,7.677314137647479,0.0,Easy,7,173,55,21,Medium
21466,15.0,Female,USA,Sports,12.532441208797913,0.0,Easy,0,12,49,8,Low
40266,45.0,Female,USA,Strategy,9.741881402783545,0.0,Easy,3,58,51,36,Low
13617,28.0,Male,Asia,Simulation,20.672694470173237,0.0,Hard,12,12,99,2,Low
43462,,Male,USA,Strategy,10.919111906104298,0.0,Easy,13,179,78,13,High
46533,16.0,Female,Asia,RPG,1.351114008274657,,Hard,15,126,47,45,High
26786,28.0,Female,USA,RPG,17.207147359485738,0.0,Easy,1,60,97,34,Low
40983,18.0,Female,Other,RPG,15.480105845036464,0.0,Medium,9,81,35,20,Medium
20495,23.0,Female,Europe,Strategy,10.7013932801432,1.0,,12,128,23,7,Medium
36634,34.0,Male,Other,Action,3.505334092068785,,Easy,3,121,87,45,Medium
17994,47.0,Male,Asia,Strategy,2.244666320083744,1.0,Hard,12,82,11,24,Medium
43467,,Female,Asia,RPG,2.9286926427184605,1.0,Medium,12,138,43,12,High
21281,,Male,Europe,Action,16.84981744206547,0.0,Hard,3,25,49,23,Low
44701,42.0,Male,Europe,Sports,21.18400378336808,1.0,Medium,8,47,37,13,Medium
16370,20.0,Male,Asia,Sports,0.6068154482230872,0.0,Hard,15,17,8,40,Low
24871,25.0,Male,USA,Simulation,8.829636499671551,1.0,Easy,19,72,96,38,High
48669,31.0,Male,Europe,RPG,19.734956696083948,0.0,Hard,16,91,77,32,High
18912,32.0,Female,Other,RPG,17.56827911006918,1.0,,13,91,79,27,Medium
32686,40.0,Female,Europe,Simulation,12.354037976577384,1.0,Easy,4,55,48,24,Low
31857,23.0,Male,Europe,Sports,18.652434745080768,1.0,Easy,1,17,81,13,High
43055,20.0,Female,USA,RPG,2.6212522901943256,0.0,Easy,17,128,14,1,High
10748,19.0,Male,Asia,Strategy,1.1993033379181517,0.0,,14,157,43,31,High
11666,46.0,Female,USA,Action,1.7270836973305652,0.0,Easy,7,38,47,31,Medium
42600,18.0,Male,USA,RPG,2.4604634553508733,0.0,Medium,1,151,95,12,Low
14531,41.0,Male,Europe,Sports,11.261064712474544,0.0,Medium,16,130,7,13,High
22551,,Male,Other,Sports,0.2128406855727487,0.0,Medium,15,101,83,10,Low
26239,34.0,Male,,Sports,9.36877816976722,1.0,Easy,18,62,68,38,Medium
16467,25.0,Female,Europe,Sports,0.210508070197176,0.0,Easy,2,27,26,13,Low
18036,32.0,Male,Asia,Strategy,21.657466754489008,0.0,Medium,12,94,58,36,Medium
30917,22.0,Male,USA,Strategy,7.799610974301586,0.0,Easy,6,56,44,44,High
23961,38.0,Female,Asia,Action,12.722190712948423,0.0,Easy,7,146,45,8,Medium
36835,,Male,Other,Strategy,0.193423017266646,,Hard,16,92,33,25,High
35497,43.0,Male,,Simulation,2.064054098206628,1.0,Medium,9,64,65,21,Medium
16072,25.0,Female,Asia,Action,2.180494933008198,0.0,Medium,7,110,58,29,Medium
46645,48.0,Male,,Strategy,16.506600029934425,0.0,Easy,8,174,78,45,High
